Date,MeanTravelTimeSeconds
2016-01-02,925.7399598393574
2016-02-02,1110.1277533039647
2016-02-03,1098.4725877192982
2016-02-04,1155.3326488706366
2016-02-05,1181.7397003745318
2016-02-06,1049.2927461139896
2016-02-07,998.4589614740369
2016-02-08,1114.6853002070393
2016-02-09,1153.9537136706135
2016-02-10,1216.4576098059244
2016-02-11,1234.0787401574803
2016-02-12,1271.2632524707997
2016-02-13,1113.9581196581196
2016-02-14,1035.264631043257
2016-02-15,1019.9001919385796
2016-02-16,1185.083775185578
2016-02-17,1268.397107897664
2016-02-18,1196.8988877654197
2016-02-19,1227.6359360301035
2016-02-20,1100.0572916666667
2016-02-21,1001.9388984509467
2016-02-22,1105.115306122449
2016-02-23,1171.0082644628098
2016-02-24,1157.6024096385543
2016-02-25,1163.85
2016-02-26,1183.6564245810057
2016-02-27,1118.0
2016-02-28,990.1020942408377
2016-02-29,1125.0182012847965
2016-03-01,1118.2774869109949
2016-03-02,1108.3111111111111
2016-03-03,1124.0970772442588
2016-03-04,1132.6737657308809
2016-03-05,1046.664590747331
2016-03-06,991.1297852474323
2016-03-07,1009.0399579390115
2016-03-08,1108.8689057421452
2016-03-09,1148.3047520661157
2016-03-10,1187.361246348588
2016-03-11,1155.513043478261
2016-03-12,1063.4325539568345
2016-03-13,984.6301615798923
2016-03-14,1067.472860125261
2016-03-15,1145.2713864306784
2016-03-16,1211.5626242544731
2016-03-17,1224.9264029438823
2016-03-18,1242.632618025751
2016-03-19,1097.489932885906
2016-03-20,988.1661157024794
2016-03-21,1099.2228682170542
2016-03-22,1180.9536489151874
2016-03-23,1199.092219020173
2016-03-24,1250.9140989729226
2016-03-25,1201.0226086956523
2016-03-26,1066.423076923077
2016-03-27,1025.1374485596707
2016-03-28,1059.9723320158103
2016-03-29,1098.8279914529915
2016-03-30,1123.954
2016-03-31,1157.0699904122723
2016-04-01,1188.7819343065694
2016-04-02,1064.7014542343884
2016-04-03,1008.0333904109589
2016-04-04,1089.045871559633
2016-04-05,1122.1604554865423
2016-04-06,1116.5990147783252
2016-04-07,1189.3925049309664
2016-04-08,1250.8118721461187
2016-04-09,1064.6022727272727
2016-04-10,992.7475642161205
2016-04-11,1118.1434184675834
2016-04-12,1180.7776639344263
2016-04-13,1133.4995187680463
2016-04-14,1202.8672237697308
2016-04-15,1219.9013698630138
2016-04-16,1094.4133219470539
2016-04-17,962.1358249772105
2016-04-18,1078.69341563786
2016-04-19,1132.247975708502
2016-04-20,1164.7980295566501
2016-04-21,1231.3625615763547
2016-04-22,1233.2769911504424
2016-04-23,1039.3918799646956
2016-04-24,966.4273204903677
2016-04-25,1063.7646443514645
2016-04-26,1096.7602880658437
2016-04-27,1102.0078125
2016-04-28,1192.3702623906706
2016-04-29,1156.0939177101968
2016-04-30,1029.2652360515021
2016-05-01,1009.0936967632027
2016-05-02,1106.8496993987976
2016-05-03,1140.0375634517766
2016-05-04,1144.3288069835112
2016-05-05,1127.084745762712
2016-05-06,1216.7533156498673
2016-05-07,1081.4214463840399
2016-05-08,991.3139534883721
2016-05-09,1020.2778925619834
2016-05-10,1097.879187817259
2016-05-11,1107.5095669687814
2016-05-12,1203.3367633302153
2016-05-13,1270.2818021201413
2016-05-14,1079.6162888329136
2016-05-15,980.2377389858686
2016-05-16,1046.2362362362362
2016-05-17,1150.8393939393939
2016-05-18,1155.5725338491295
2016-05-19,1174.670708955224
2016-05-20,1192.5891402714933
2016-05-21,1083.8774193548388
2016-05-22,1016.9794069192751
2016-05-23,1094.687134502924
2016-05-24,1096.8779527559054
2016-05-25,1141.108422071636
2016-05-26,1128.6091173617847
2016-05-27,1139.6796116504854
2016-05-28,1017.0246710526316
2016-05-29,938.258883248731
2016-05-30,895.1768459434822
2016-05-31,1122.468932038835
2016-06-01,1205.5173410404625
2016-06-02,1265.1113155473781
2016-06-03,1200.121157323689
2016-06-04,1080.5688225538972
2016-06-05,980.8262676641729
2016-06-06,1184.1969696969697
2016-06-07,1185.9056603773586
2016-06-08,1195.2590132827324
2016-06-09,1235.356545961003
2016-06-10,1279.5580204778157
2016-06-11,1075.4252964426878
2016-06-12,986.4723336006415
2016-06-13,1098.975935828877
2016-06-14,1211.268450184502
2016-06-15,1251.2983725135623
2016-06-16,1281.3636363636363
2016-06-17,1226.0568278201865
2016-06-18,1069.962510187449
2016-06-19,973.7417802726544
2016-06-20,1170.0345794392524
2016-06-21,1139.9981149858625
2016-06-22,1173.8601655933762
2016-06-23,1214.7563764291997
2016-06-24,1233.2993254637436
2016-06-25,1141.40625
2016-06-26,1032.366028708134
2016-06-27,1158.9396853146852
2016-06-28,1111.0429505135387
2016-06-29,1174.9625570776257
2016-06-30,1227.85119574845
2016-07-01,1247.876150627615
2016-07-02,1076.407894736842
2016-07-03,1072.944061302682
2016-07-04,964.8307086614174
2016-07-05,1084.8348056537102
2016-07-06,1158.760628465804
2016-07-07,1233.7797356828194
2016-07-08,1209.9429530201342
2016-07-09,1074.2128164556962
2016-07-10,1011.5756862745098
2016-07-11,1134.8314210061783
2016-07-12,1180.2855813953488
2016-07-13,1199.1974977658624
2016-07-14,1256.2354948805462
2016-07-15,1331.4255144032923
2016-07-16,1131.4257503949448
2016-07-17,1043.6756965944273
2016-07-18,1154.3017543859648
2016-07-19,1199.4252978918423
2016-07-20,1308.743231441048
2016-07-21,1264.0953608247423
2016-07-22,1257.7463054187192
2016-07-23,1094.9717125382263
2016-07-24,1052.80234375
2016-07-25,1216.5034423407917
2016-07-26,1250.4137931034484
2016-07-27,1292.8148148148148
2016-07-28,1292.7680672268907
2016-07-29,1298.8551668022783
2016-07-30,1176.736131934033
2016-07-31,1055.0733590733591
2016-08-01,1184.3895652173912
2016-08-02,1229.4561101549054
2016-08-03,1225.3729543496986
2016-08-04,1251.5385920271417
2016-08-05,1281.1306729264477
2016-08-06,1124.4505247376312
2016-08-07,1024.5544554455446
2016-08-08,1152.509243697479
2016-08-09,1200.688127090301
2016-08-10,1227.4444444444443
2016-08-11,1258.6843853820599
2016-08-12,1255.289494163424
2016-08-13,1193.6348637015783
2016-08-14,1026.8072562358277
2016-08-15,1178.7996589940324
2016-08-16,1236.3880208333333
2016-08-17,1265.9571183533449
2016-08-18,1235.04821280133
2016-08-19,1255.5471100554237
2016-08-20,1097.7079062957541
2016-08-21,1002.350531107739
2016-08-22,1210.9721283783783
2016-08-23,1213.116938950989
2016-08-24,1218.4043103448275
2016-08-25,1258.3864978902955
2016-08-26,1264.3264495631454
2016-08-27,1087.9106478034253
2016-08-28,1054.4943741209563
2016-08-29,1160.626644736842
2016-08-30,1193.9982578397212
2016-08-31,1241.1512237762238
2016-09-01,1307.9342214820983
2016-09-02,1260.1030927835052
2016-09-03,1045.502681992337
2016-09-04,1000.3949771689498
2016-09-05,930.4894480519481
2016-09-06,1195.7283737024222
2016-09-07,1208.2285966460724
2016-09-08,1237.4203718674212
2016-09-09,1303.6429143314651
2016-09-10,1182.6695464362851
2016-09-11,1071.5576368876082
2016-09-12,1200.485666104553
2016-09-13,1187.5719267654752
2016-09-14,1279.0905209222885
2016-09-15,1316.3718674211802
2016-09-16,1336.9259842519684
2016-09-17,1162.2837037037036
2016-09-18,1155.4450867052024
2016-09-19,1200.1242603550295
2016-09-20,1182.020618556701
2016-09-21,1256.3737288135594
2016-09-22,1309.4675431388662
2016-09-23,1319.33492442323
2016-09-24,1155.5263157894738
2016-09-25,1061.7316017316018
2016-09-26,1190.595867768595
2016-09-27,1212.5968722849695
2016-09-28,1247.7922297297298
2016-09-29,1285.4461920529802
2016-09-30,1366.6246973365617
2016-10-01,1140.543768545994
2016-10-02,1043.6893772893773
