Date,MeanTravelTimeSeconds
2016-01-02,610.8048780487804
2016-01-03,554.2272727272727
2016-01-04,619.6666666666666
2016-01-05,590.9375
2016-01-06,601.5945945945946
2016-01-07,600.3513513513514
2016-01-08,635.2857142857143
2016-01-09,638.1296296296297
2016-01-10,639.0566037735849
2016-01-11,637.1315789473684
2016-01-12,599.5
2016-01-13,614.8461538461538
2016-01-14,588.2702702702703
2016-01-15,613.8139534883721
2016-01-16,648.1071428571429
2016-01-17,674.483870967742
2016-01-18,609.5142857142857
2016-01-19,757.4047619047619
2016-01-20,576.0294117647059
2016-01-21,674.2826086956521
2016-01-22,660.6279069767442
2016-01-23,678.7586206896551
2016-01-24,681.9508196721312
2016-01-25,639.9
2016-01-26,595.3529411764706
2016-01-27,689.3095238095239
2016-01-28,681.4761904761905
2016-01-29,677.6530612244898
2016-01-30,693.3538461538461
2016-01-31,705.0967741935484
2016-02-01,665.95
2016-02-02,651.0
2016-02-03,609.6842105263158
2016-02-04,670.7317073170732
2016-02-05,659.1730769230769
2016-02-06,694.1538461538462
2016-02-07,679.7142857142857
2016-02-08,668.0
2016-02-09,608.975
2016-02-10,638.6904761904761
2016-02-11,627.452380952381
2016-02-12,689.5384615384615
2016-02-13,778.88
2016-02-14,700.4428571428572
2016-02-15,677.125
2016-02-16,712.4418604651163
2016-02-17,811.4893617021277
2016-02-18,683.2888888888889
2016-02-19,704.0769230769231
2016-02-20,668.8305084745763
2016-02-21,705.7536231884058
2016-02-22,701.5641025641025
2016-02-23,649.439024390244
2016-02-24,667.2222222222222
2016-02-25,614.7727272727273
2016-02-26,736.0862068965517
2016-02-27,717.4782608695652
2016-02-28,712.9855072463768
2016-02-29,639.4285714285714
2016-03-01,691.4634146341464
2016-03-02,650.7906976744187
2016-03-03,657.2340425531914
2016-03-04,675.0192307692307
2016-03-05,790.5324675324675
2016-03-06,745.6933333333334
2016-03-07,578.7777777777778
2016-03-08,641.3023255813954
2016-03-09,682.3191489361702
2016-03-10,698.8541666666666
2016-03-11,686.7169811320755
2016-03-12,723.7534246575342
2016-03-13,712.2205882352941
2016-03-14,614.0512820512821
2016-03-15,639.4
2016-03-16,657.952380952381
2016-03-17,666.5208333333334
2016-03-18,693.1111111111111
2016-03-19,733.9594594594595
2016-03-20,684.7571428571429
2016-03-21,653.7142857142857
2016-03-23,623.5581395348837
2016-03-24,734.438596491228
2016-03-25,736.8051948051948
2016-03-26,704.5479452054794
2016-03-27,691.6891891891892
2016-03-28,668.734375
2016-03-29,600.925
2016-03-30,624.6046511627907
2016-03-31,605.9795918367347
2016-04-01,653.7368421052631
2016-04-02,728.9054054054054
2016-04-03,742.6666666666666
2016-04-04,646.0
2016-04-05,631.6666666666666
2016-04-06,622.6904761904761
2016-04-07,698.3584905660377
2016-04-08,696.9824561403509
2016-04-09,764.32
2016-04-10,735.9054054054054
2016-04-11,666.0952380952381
2016-04-12,689.1063829787234
2016-04-13,695.58
2016-04-14,639.1304347826087
2016-04-15,748.2121212121212
2016-04-16,727.2777777777778
2016-04-17,774.9868421052631
2016-04-18,623.2631578947369
2016-04-19,596.4871794871794
2016-04-20,664.695652173913
2016-04-21,714.1785714285714
2016-04-22,729.8474576271186
2016-04-23,810.2077922077922
2016-04-24,733.2105263157895
2016-04-25,617.2619047619048
2016-04-26,664.5
2016-04-27,645.48
2016-04-28,737.6111111111111
2016-04-29,748.2857142857143
2016-04-30,792.3333333333334
2016-05-01,810.8045977011494
2016-05-02,716.4647887323944
2016-05-03,642.9318181818181
2016-05-04,658.2708333333334
2016-05-05,699.75
2016-05-06,743.9710144927536
2016-05-07,800.2564102564103
2016-05-08,753.3417721518987
2016-05-09,635.0697674418604
2016-05-10,656.6382978723404
2016-05-11,716.6
2016-05-12,682.1428571428571
2016-05-13,702.0655737704918
2016-05-14,784.4880952380952
2016-05-15,760.2987012987013
2016-05-16,630.4772727272727
2016-05-17,627.6585365853658
2016-05-18,660.5531914893617
2016-05-19,723.3174603174604
2016-05-20,734.8787878787879
2016-05-21,805.0121951219512
2016-05-22,725.1038961038961
2016-05-23,607.6590909090909
2016-05-24,653.3541666666666
2016-05-25,742.4
2016-05-26,636.5370370370371
2016-05-27,799.6164383561644
2016-05-28,773.8313253012049
2016-05-29,767.4698795180723
2016-05-30,728.1818181818181
2016-05-31,652.4347826086956
2016-06-01,681.2592592592592
2016-06-02,691.6612903225806
2016-06-03,743.3913043478261
2016-06-04,761.5421686746988
2016-06-05,724.9230769230769
2016-06-06,620.3829787234042
2016-06-07,616.6341463414634
2016-06-08,651.6595744680851
2016-06-09,672.1090909090909
2016-06-10,755.828125
2016-06-11,823.4625
2016-06-12,782.6410256410256
2016-06-13,688.8222222222222
2016-06-14,612.3125
2016-06-15,734.34
2016-06-16,711.0793650793651
2016-06-17,719.53125
2016-06-18,755.5128205128206
2016-06-19,724.1578947368421
2016-06-20,685.58
2016-06-21,620.5217391304348
2016-06-22,715.7833333333333
2016-06-23,659.75
2016-06-24,678.5689655172414
2016-06-25,758.8313253012049
2016-06-26,744.7594936708861
2016-06-27,704.6538461538462
2016-06-28,665.5416666666666
2016-06-29,712.6470588235294
2016-06-30,747.7666666666667
2016-07-01,751.6515151515151
2016-07-02,818.7727272727273
2016-07-03,738.0843373493976
2016-07-04,702.9411764705883
2016-07-05,695.0188679245283
2016-07-06,636.38
2016-07-07,799.7464788732394
2016-07-08,708.8529411764706
2016-07-09,747.2469135802469
2016-07-10,748.25
2016-07-11,702.0714285714286
2016-07-12,638.18
2016-07-13,661.6981132075472
